id,top_cast,director
8851,"Steve McQueen, Aneta Corsaut, Earl Rowe",Irvin S. Yeaworth Jr.
37843,"David Huffman, Marianna Hill, Burt Young",Jeffrey Bloom
32146,"Jeff Fahey, Lindsay Duncan, Kim Delaney",Eric Red
30346,"Boris Karloff, Bela Lugosi, Henry Daniell",Robert Wise
6114,"Gary Oldman, Winona Ryder, Anthony Hopkins",Francis Ford Coppola
229,"Boris Karloff, Colin Clive, Ernest Thesiger",James Whale
13549,"Karen Black, Oliver Reed, Burgess Meredith",Dan Curtis
9529,"Virginia Madsen, Tony Todd, Xander Berkeley",Bernard Rose
1598,"Robert De Niro, Nick Nolte, Jessica Lange",Martin Scorsese
11349,"Gregory Peck, Robert Mitchum, Polly Bergen",J. Lee Thompson
7340,"Sissy Spacek, Piper Laurie, Amy Irving",Brian De Palma
6217,"Nastassja Kinski, Malcolm McDowell, John Heard",Paul Schrader
377,"John Saxon, Ronee Blakley, Heather Langenkamp",Wes Craven
653,"Max Schreck, Gustav von Wangenheim, Greta Schröder",F.W. Murnau
28198,"Klaus Kinski, Christopher Plummer, Donald Pleasence",Augusto Caminito
794,"Gregory Peck, Lee Remick, David Warner",Richard Donner
31640,"Jack Nicholson, Stephen Dorff, Jennifer Lopez",Bob Rafelson
8744,"Matt Dillon, Faye Dunaway, Gary Sinise",Kevin Spacey
25189,"Barbra Streisand, Jeff Bridges, Lauren Bacall",Barbra Streisand
145,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge",Lars von Trier
2212,"Ewan McGregor, Patricia Arquette, Nick Nolte",Ole Bornedal
199,"Patrick Stewart, Jonathan Frakes, Brent Spiner",Jonathan Frakes
7863,"Geoffrey Rush, Noah Taylor, Armin Mueller-Stahl",Scott Hicks
12498,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh",Billy Bob Thornton
9279,"Arnold Schwarzenegger, Phil Hartman, Sinbad",Brian Levant
53234,"Tomás Milián, Daniela Silverio, Christine Boisson",Michelangelo Antonioni
17204,"Joe Berlinger, Bruce Sinofsky, Jessie Miskelly",Joe Berlinger
21539,"Denzel Washington, Whitney Houston, Courtney B. Vance",Penny Marshall
85589,"Stellan Skarsgård, Gard B. Eidsvold, Bjørn Sundquist",Hans Petter Moland
12709,"Charles Berling, Jean Rochefort, Fanny Ardant",Patrice Leconte
20539,"Daniel Day-Lewis, Winona Ryder, Paul Scofield",Nicholas Hytner
11674,"Glenn Close, Jeff Daniels, Joely Richardson",Stephen Herek
199512,"Raf Vallone, Alain Cuny, Gino Cervi",Curzio Malaparte
64900,"Béatrice Dalle, Richard Courcet, Alex Descas",Claire Denis
1573,"Bruce Willis, Bonnie Bedelia, William Atherton",Renny Harlin
152,"William Shatner, Leonard Nimoy, DeForest Kelley",Robert Wise
174,"William Shatner, Leonard Nimoy, DeForest Kelley",Nicholas Meyer
172,"William Shatner, Leonard Nimoy, DeForest Kelley",William Shatner
154,"William Shatner, Leonard Nimoy, DeForest Kelley",Nicholas Meyer
157,"William Shatner, Leonard Nimoy, DeForest Kelley",Leonard Nimoy
168,"William Shatner, Leonard Nimoy, DeForest Kelley",Leonard Nimoy
364,"Michael Keaton, Danny DeVito, Michelle Pfeiffer",Tim Burton
11967,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips",Christopher Cain
9086,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips",Geoff Murphy
621,"John Travolta, Olivia Newton-John, Stockard Channing",Randal Kleiser
9037,"Maxwell Caulfield, Michelle Pfeiffer, Lorna Luft",Patricia Birch
10173,"Steven Seagal, Basil Wallace, Keith David",Dwight H. Little
55687,"Christopher Lambert, Natasha Henstridge, Norbert Weisser",Albert Pyun
168535,"Tony Goldwyn, Timothy Hutton, Ron Rifkin",Daniel J. Sullivan
8845,"Steven Seagal, Tommy Lee Jones, Gary Busey",Andrew Davis
46681,"Sterling Hayden, Sebastian Cabot, Carol Kelly",Joseph H. Lewis
578,"Roy Scheider, Robert Shaw, Richard Dreyfuss",Steven Spielberg
579,"Roy Scheider, Lorraine Gary, Murray Hamilton",Jeannot Szwarc
17692,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale",Joe Alves
17795,"Jack Lemmon, James Garner, Dan Aykroyd",Peter Segal
75,"Jack Nicholson, Glenn Close, Annette Bening",Tim Burton
13891,"Laura Dern, Swoosie Kurtz, Kurtwood Smith",Alexander Payne
9390,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger",Cameron Crowe
378,"Nicolas Cage, Holly Hunter, Trey Wilson",Joel Coen
10896,"Richard Dreyfuss, Danny DeVito, Barbara Hershey",Barry Levinson
2322,"Robert Redford, Sidney Poitier, Dan Aykroyd",Phil Alden Robinson
41240,"Jennifer Jason Leigh, Lyle Lovett, Christina Ricci",Anjelica Huston
26949,"Sandra Bullock, Chris O'Donnell, Mackenzie Astin",Richard Attenborough
9819,"Diane Keaton, Meryl Streep, Leonardo DiCaprio",Jerry Zaks
49799,"Gabriel Byrne, Nastassja Kinski, Johnny Whitworth",Martin Donovan
31908,"Alec Baldwin, James Woods, Virginia Madsen",Rob Reiner
46027,"Andy García, Ian Holm, James Gandolfini",Sidney Lumet
3179,"Mike Judge, Bruce Willis, Demi Moore",Mike Judge
1802,"Sandrine Bonnaire, Isabelle Huppert, Jean-Pierre Cassel",Claude Chabrol
4232,"David Arquette, Neve Campbell, Courteney Cox",Wes Craven
9361,"Daniel Day-Lewis, Madeleine Stowe, Russell Means",Michael Mann
2928,"John Travolta, Andie MacDowell, William Hurt",Nora Ephron
30285,"Shirley MacLaine, Jack Nicholson, Bill Paxton",Robert Harling
10549,"Kenneth Branagh, Derek Jacobi, Julie Christie",Kenneth Branagh
58102,"Helen Mirren, Fionnula Flanagan, Aidan Gillen",Terry George
18451,"Vincent D'Onofrio, Renée Zellweger, Ann Wedgeworth",Dan Ireland
27265,"Albert Brooks, Debbie Reynolds, Rob Morrow",Albert Brooks
49935,"Catherine Deneuve, Daniel Auteuil, Laurence Côte",André Téchiné
8818,"Madonna, Antonio Banderas, Jonathan Pryce",Alan Parker
36758,"Nicole Kidman, John Malkovich, Barbara Hershey",Jane Campion
36040,"Jenny Agutter, Luc Roeg, David Gulpilil",Nicolas Roeg
74239,"Jimi Hendrix, Free, Taste",Murray Lerner
9415,"Wesley Snipes, Diane Lane, Alan Alda",Dwight H. Little
55146,"Danny Keogh, Patrick Shai, Septula Sebogodi",Ralph Ziman
303693,"Nigel Hawthorne, Eric Stoltz, Louis Gossett, Jr.",Arthur Penn
12145,"John Cleese, Jamie Lee Curtis, Kevin Kline",Fred Schepisi
42424,"Steve Guttenberg, Kathleen Quinlan, Arnold Vosloo",George T. Miller
34314,"Ray Liotta, Lauren Holly, Brendan Gleeson",Robert Butler
2892,"John Lynch, Jacqueline McKenzie, Colin Friels",Michael Rymer
9404,"Jackie Chan, Bill Tung, Jackson Liu",Stanley Tong
85242,"Denis Leary, Joe Mantegna, Annabella Sciorra",Roger Christian
9622,"Chris Farley, Nicollette Sheridan, Robin Shou",Dennis Dugan
8860,"Eddie Murphy, Kim Miyori, Art Evans",Thomas Carter
197537,"Gérard Depardieu, Nathalie Baye, Didier Bourdon",François Dupeyron
66597,"Elliott Gould, Susannah York, Kaye Ballard",Steven Paul
14832,"Andrew Robertson, Charlotte Gainsbourg, Alice Coulthard",Andrew Birkin
9619,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith",Roger Donaldson
40506,"Rodney Dangerfield, Debi Mazar, Burt Reynolds",Peter Baldwin
31000,"Samuel L. Jackson, Michael Lerner, Margaret Colin",E. Max Frye
4104,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn",Jeremiah S. Chechik
26306,"Jared Leto, R. Lee Ermey, Ed O'Neill",Steve James
203829,,Stefan Schwietert
43775,"Carlos Cruz , Raúl Eguren , Pedro Fernández ",Tomás Gutiérrez Alea
14908,"Tom Arnold, Dean Stockwell, Debra Messing",Bryan Spicer
784,"Andrei Chalimon, Zdeněk Svěrák, Libuše Šafránková",Jan Svěrák
12489,"Tupac Amaru Shakur, Tim Roth, Thandie Newton",Vondie Curtis-Hall
168283,,
16448,"Christopher Guest, Eugene Levy, Fred Willard",Christopher Guest
55936,"Oleg Menshikov, Sergei Bodrov Jr., Jemal Sikharulidze",Sergei Bodrov Jr.
17894,"Timothy Dalton, Fran Drescher, Michael Lerner",Ken Kwapis
28059,"Jayce Bartok, Amie Carey, Nicky Katt",Richard Linklater
58911,"Aden Young, Saffron Burrows, Simon Bossell",Craig Rosenberg
17949,"John Leguizamo, Jeffrey Jones, Edoardo Ballerini",R. Paul Miller
1968,"Matthew Perry, Salma Hayek, Jon Tenney",Andy Tennant
61563,"LL Cool J, Gina Gershon, Conchata Ferrell",Paul Schrader
66,"Clint Eastwood, Gene Hackman, Ed Harris",Clint Eastwood
20735,"Christina Ricci, Doug E. Doug, Dean Jones",Bob Spiers
11419,"Chevy Chase, Beverly D'Angelo, Randy Quaid",Stephen Kessler
333165,,
25796,"Dennis Farina, Paula Marshall, Danny Nucci",Carl Reiner
638,"Bill Pullman, Patricia Arquette, John Roselius",David Lynch
25624,"Ving Rhames, Jon Voight, Don Cheadle",John Singleton
9366,"Johnny Depp, Al Pacino, Michael Madsen",Mike Newell
60083,"Gad Elmaleh, Messaoud Hattau, magaly Berdy",Merzak Allouache
21915,"Jamie Foxx, Tommy Davidson, Vivica A. Fox",Jeff Pollack
90928,"Dr. Dre, Nas, RZA",Peter Spirer
50091,"Michael Saucedo, Justin Urich, Milo Ventimiglia",Mark Christopher
18420,"Harvey Keitel, Timothy Hutton, Stephen Dorff",John Irvin
19952,"Dean Cain, Andy Dick, Sean Patrick Flanery",Tamra Davis
9446,"Tim Allen, Martin Short, JoBeth Williams",John Pasquin
28005,"Indira Varma, Sarita Choudhury, Ramon Tikaram",Mira Nair
9403,"Howard Stern, Mary McCormack, Kelly Bishop",Betty Thomas
27322,"Larenz Tate, Nia Long, Isaiah Washington",Theodore Witcher
10003,"Val Kilmer, Elisabeth Shue, Rade Serbedzija",Phillip Noyce
9311,"Julia Ormond, Gabriel Byrne, Richard Harris",Bille August
11844,"Colm Meaney, Donal O'Kelly, Ger Ryan",Stephen Frears
884,"James Spader, Deborah Kara Unger, Holly Hunter",David Cronenberg
49806,"Stanley Tucci, Hope Davis, Parker Posey",Greg Mottola
1624,"Jim Carrey, Maura Tierney, Cary Elwes",Tom Shadyac
88423,"Celine O'Leary, Paul Blackwell, Chloe Ferguson",Rolf de Heer
16052,"Jennifer Lopez, Edward James Olmos, Constance Marie",Gregory Nava
4477,"Harrison Ford, Brad Pitt, Margaret Colin",Alan J. Pakula
24662,"Scott Bakula, Jasmine Guy, Natalie Cole",Mark Dindal
18423,"Halle Berry, Martin Landau, Ian Richardson",Robert Townsend
76996,"Matt Day, Matthew Dyktynski, Alice Garner",Emma-Kate Croghan
6499,"Johnny Yong Bosch, Nakia Burrise, Jason David Frank",Shuki Levy
50512,"Sophie Marceau, Sean Bean, Alfred Molina",Bernard Rose
9405,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke",Tsui Hark
12723,"Joaquin Phoenix, Liv Tyler, Jennifer Connelly",Pat O'Connor
9360,"Jennifer Lopez, Ice Cube, Jon Voight",Luis Llosa
9434,"John Cusack, Minnie Driver, Dan Aykroyd",George Armitage
118991,"Eric Stoltz, James Spader, Deborah Kara Unger",Leslie Greif
21626,"Molly Parker, Peter Outerbridge, Jay Brazeau",Lynne Stopkewich
13982,"Joe Pesci, Kristy Swanson, George Hamilton",Tom Schulman
93946,"Martin Donovan, Ian Hart, Joely Richardson",Angela Pope
77223,"Glenn Close, Frances McDormand, Pauline Collins",Bruce Beresford
31465,"Bill Paxton, Julianna Margulies, James Gammon",Jack Green
12793,"Alison Folland, Tara Subkoff, Cole Hauser",Alex Sichel
102878,"Nick Chinlund, Michael Raynor, Justin Pierce",Seth Zvi Rosenfeld
105763,"Pierre Richard, Micheline Presle, Nino Kirtadze",Nana Dzhordzhadze
9611,"Mira Sorvino, Lisa Kudrow, Janeane Garofalo",David Mirkin
47694,"Leslie Cheung, Gong Li, Kevin Lin",Chen Kaige
10357,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann",Mick Jackson
9977,"Judy Davis, Sam Neill, F. Murray Abraham",Peter Duncan
816,"Mike Myers, Elizabeth Hurley, Michael York",Jay Roach
2163,"Kurt Russell, J.T. Walsh, Kathleen Quinlan",Jonathan Mostow
124680,"Rade Serbedzija, Aleksandra Vujcic, Julian Arahanga",Gregor Nicholas
16399,"Aidan Quinn, Courteney Cox, Anthony LaPaglia",Daniel Taplitz
124843,"Monica Keena, Daisy Eagan, Gordon Currie",Mo Ogrodnik
31017,"Vincent Gallo, Kiefer Sutherland, Max Perlich",Kiefer Sutherland
24645,"Gillian Anderson, Karen Allen, Raymond J. Barry",L.A. Puopolo
49478,"Angus Macfadyen, Mario Yedidia, Marley Shelton",Ronny Yu
12499,"Robin Williams, Billy Crystal, Julia Louis-Dreyfus",Ivan Reitman
18,"Bruce Willis, Gary Oldman, Ian Holm",Luc Besson
68545,"Julie Walters, Rupert Graves, Laura Sadler",
1811,"James Duval, Rachel True, Nathan Bexton",Gregg Araki
109614,"Helen Mirren, Kyra Sedgwick, Beau Bridges",Kevin Bacon
60082,"Tisha Campbell-Martin, Paula Jai Parker, John Witherspoon",Rusty Cundieff
105045,"Corinna Harfouch, Meret Becker, August Zirner",Margarethe von Trotta
53023,"Jean-Claude Drouot, Claire Drouot, Olivier Drouot",Agnès Varda
64802,"Jason Alexander, John Glover, Justin Kirk",Joe Mantello
11239,"Koji Yakusho, Tamiyo Kusakari, Naoto Takenaka",Masayuki Suo
50850,"Gulshan Grover, Jamie Williams, Billy Campbell",Dee McLachlan
15321,"Rhys Ifans, Llŷr Ifans, Dougray Scott",Kevin Allen
2058,"Meg Ryan, Matthew Broderick, Kelly Preston",Griffin Dunne
9450,"Pete Postlethwaite, Tara Fitzgerald, Ewan McGregor",Mark Herman
125021,"Mike Nichols, Miranda Richardson",David Hare
330,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite",Steven Spielberg
38523,"Delphine Schiltz, Victoire Thivisol, Matiaz Bureau Caton",Jacques Doillon
16375,"Scott Allen, Steven Soderbergh, Betsy Brantley",Steven Soderbergh
33660,"Blake Heron, J. Madison Wright, Michael Moriarty",Dale Rosenbloom
59232,"Emilio Estevez, Kathy Bates, Martin Sheen",Emilio Estevez
45671,"Bridget Fonda, Russell Crowe, Jim Broadbent",Clare Peploe
17770,"Jeff Daniels, Charlize Theron, Michael Richards",Jonathan Lynn
15170,"Rene Russo, Robbie Coltrane, Alan Cumming",Caroline Thompson
1701,"Nicolas Cage, John Cusack, John Malkovich",Simon West
201445,"Connie Nelson, Dee Hennigan",Julia Dyer
26422,"Vivian Wu, Yoshi Oida, Ken Ogata",Peter Greenaway
124642,"Sandrine Kiberlain, Arnaud Giovaninetti, Roschdy Zem",Laetitia Masson
1639,"Sandra Bullock, Jason Patric, Willem Dafoe",Jan de Bont
49235,"Tyrone Burton, Eddie Cutanda, Phuong Duong",Robert Patton-Spruill
106129,"Adrienne Shelly, Tim Guinee, Roger Rees",Adrienne Shelly
291634,,
107743,"Illeana Douglas, Paulina Porizkova, Julie Warner",Dana Lustig
415,"George Clooney, Chris O'Donnell, Arnold Schwarzenegger",Joel Schumacher
47686,"David Arquette, Brad Hunt, Kathryn Erbe",
65889,"Jean Reno, Mercedes Ruehl, Polly Walker",Paul Weiland
11103,"Harvey Keitel, Cameron Diaz, Billy Zane",Jim Wilson
11970,"Tate Donovan, Josh Keaton, Roger Bart",Ron Clements
34941,"Thomas Jane, Keanu Reeves, Claire Forlani",Stephen T. Kay
407992,"Joanna Merlin, Kathleen Chalfant, Catherine Kellner",Yvonne Rainer
8874,"Julia Roberts, Dermot Mulroney, Cameron Diaz",P.J. Hogan
17991,"Tomorowo Taguchi, Shinya Tsukamoto, Nobu Kanaoka",Shinya Tsukamoto
11956,"Garance Clavel, Zinedine Soualem, Renée Le Calm",Cédric Klapisch
266,"Brigitte Bardot, Michel Piccoli, Jack Palance",Jean-Luc Godard
754,"John Travolta, Nicolas Cage, Joan Allen",John Woo
37567,"Francie Swift, Jose Yenque, Josip Kuchan",Eric Schaeffer
43771,"Shaghayeh Djodat, Abbas Sayah, Hossein Moharami",Mohsen Makhmalbaf
124834,"Ovidiu Balan, Philippe Petit, Pierrette Fesch",Tony Gatlif
249358,"Rupert Graves, Annabella Sciorra, Michael Gambon",Scott Michell
111367,"Madeleine Assas, Ghalia Lacroix, Bérangère Allaux",Jean-Luc Godard
607,"Tommy Lee Jones, Will Smith, Linda Fiorentino",Barry Sonnenfeld
18080,"Jack Lemmon, Walter Matthau, Dyan Cannon",Martha Coolidge
38225,"Jonathan Taylor Thomas, Scott Bairstow, Devon Sawa",William Dear
17834,"Martin Short, Kathleen Turner, Mara Wilson",Michael Ritchie
686,"Jodie Foster, Matthew McConaughey, James Woods",Robert Zemeckis
65046,"Miranda Otto, Rebecca Frith, George Shevtsov",Shirley Barrett
4421,"Demi Moore, Viggo Mortensen, Anne Bancroft",Ridley Scott
9387,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow",John Milius
10603,"Brendan Fraser, Leslie Mann, Thomas Haden Church",Sam Weisman
2142,"Sylvester Stallone, Harvey Keitel, Ray Liotta",James Mangold
8413,"Laurence Fishburne, Sam Neill, Kathleen Quinlan",Paul W.S. Anderson
10336,"Michael Jai White, Martin Sheen, John Leguizamo",Mark A.Z. Dippé
20737,"Kevin Zegers, Wendy Makkena, Michael Jeter",Charles Martin Smith
9413,"Jennifer Aniston, Jay Mohr, Kevin Bacon",Glenn Gordon Caron
14585,"Aaron Eckhart, Stacy Edwards, Matt Malloy",Neil LaBute
18519,"Jason James Richter, August Schellenberg, Annie Corley",Sam Pillsbury
49462,"Katrin Cartlidge, Lynda Steadman, Kate Byers",Mike Leigh
8834,"Mel Gibson, Julia Roberts, Patrick Stewart",Richard Donner
9458,"Michael Keaton, Andy García, Brian Cox",Barbet Schroeder
8854,"Shaquille O'Neal, Annabeth Gish, Richard Roundtree",Kenneth Johnson
38295,"Sean Penn, Robin Wright, John Travolta",Nick Cassavetes
22073,"Laurence Fishburne, Tim Roth, Vanessa Williams",Bill Duke
37244,"Christopher McDonald, Janine Turner, Cameron Finley",Andy Cadiff
4961,"Mira Sorvino, Jeremy Northam, Giancarlo Giannini",Guillermo del Toro
9416,"Chris Tucker, Charlie Sheen, Heather Locklear",Brett Ratner
26180,"Alicia Silverstone, Benicio del Toro, Christopher Walken",Marco Brambilla
17832,"Kevin Sorbo, Tia Carrere, Thomas Ian Griffith",John Nicolella
9772,"Harrison Ford, Gary Oldman, Glenn Close",Wolfgang Petersen
6072,"Samuel L. Jackson, John Heard, Kelly Rowan",Kevin Reynolds
1669,"Alec Baldwin, Sean Connery, Scott Glenn",John McTiernan
468,"River Phoenix, Keanu Reeves, James Russo",Gus Van Sant
32519,"Nick Scotti, Anthony Barrile, Anthony DeSando",Tony Vitale
108401,"Douglas Spain, Efrain Figueroa, Kandeyce Jorden",Miguel Arteta
10806,"Kevin Kline, Joan Cusack, Tom Selleck",Frank Oz
9433,"Alec Baldwin, Anthony Hopkins, Elle Macpherson",Lee Tamahori
6623,"George Clooney, Nicole Kidman, Marcel Iureș",Mimi Leder
2118,"Kevin Spacey, Guy Pearce, Danny DeVito",Curtis Hanson
978,"Brad Pitt, Jamyang Jamtsho Wangchuk, David Thewlis",Jean-Jacques Annaud
9437,"Morgan Freeman, Ashley Judd, Cary Elwes",Gary Fleder
29461,"Vivica A. Fox, Nia Long, Michael Beach","George Tillman, Jr."
56651,"Kevin Corrigan, Linda Fiorentino, Michael Rapaport",Matthew Harrison
10351,"Andrew Divoff, Tammy Lauren, Robert Englund",Robert Kurtzman
66588,"Michelle Pfeiffer, Jessica Lange, Jason Robards",Jocelyn Moorhouse
2649,"Michael Douglas, Sean Penn, Deborah Kara Unger",David Fincher
14289,"Steven Seagal, Marg Helgenberger, Stephen Lang",Félix Enríquez Alcalá
10155,"Sean Penn, Nick Nolte, Jennifer Lopez",Oliver Stone
75250,"Kate Capshaw, Jeremy Davies, Ashley Judd",John Patrick Kelley
20457,"Janeane Garofalo, David O'Hara, Denis Leary",Mark Joffe
18355,"Aidan Quinn, Donald Sutherland, Ben Kingsley",Christian Duguay
33657,"Greg Kinnear, Lauren Holly, Joan Cusack",Keith Samples
55306,"Peter Fonda, Patricia Richardson, Christine Dunford",Victor Nunez
68924,"Kevin Kline, Joan Allen, Sigourney Weaver",Ang Lee
36434,"Mario Van Peebles, Jerry Stiller, Kevin Dillon",Gavin Wilding
2255,"Ben Affleck, Joey Lauren Adams, Jason Lee",Kevin Smith
28353,"Bill Bellamy, Lark Voorhies, Bernie Mac",Lionel C. Martin
9427,"Robert Carlyle, Mark Addy, William Snape",Peter Cattaneo
172545,"Jason Flemyng, Antony Sher, Dorothy Tutin",Nancy Meckler
17589,"Judi Dench, Billy Connolly, Geoffrey Palmer",John Madden
3597,"Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe",Jim Gillespie
1813,"Keanu Reeves, Al Pacino, Charlize Theron",Taylor Hackford
36797,"Harland Williams, Jessica Lundy, William Sadler",Stuart Gillard
12628,"David Duchovny, Timothy Hutton, Angelina Jolie",Andy Wilson
33344,"Parker Posey, Josh Hamilton, Tori Spelling",Mark Waters
25099,"Dave Hoover, George Mendonça, Raymond A. Mendez",Errol Morris
45019,"Jennifer Jason Leigh, Albert Finney, Maggie Smith",Agnieszka Holland
63437,"Kevin Bacon, Brad Renfro, Maximilian Schell",Guy Ferland
62422,"Neil Young, Frank Sampedo, Billy Talbot",Jim Jarmusch
782,"Ethan Hawke, Jude Law, Gore Vidal",Andrew Niccol
29911,"Mel Gibson, Harvey Keitel, Peter O'Toole",Charles Sturridge
9827,"Ben Affleck, Peter O'Toole, Rose McGowan",Joe Chappelle
1959,"Rachel Weisz, Vincent Pérez, Ian McKellen",Beeban Kidron
251481,Bill Griffith,John O'Hagan
8067,"Ewan McGregor, Cameron Diaz, Holly Hunter",Danny Boyle
125052,"Brendan Sexton III, Antoine McLean, Mtume Gant",Morgan J. Freeman
45153,"Jurnee Smollett, Meagan Good, Lynn Whitfield",Kasi Lemmons
10871,"Dennis Quaid, Danny Glover, R. Lee Ermey",Jeb Stuart
14398,"Jim Belushi, Tupac Amaru Shakur, Lela Rochon",Jim Kouf
10890,"Bill Murray, Harold Ramis, Warren Oates",Ivan Reitman
99002,"Grégoire Colin, Alice Houri, Jacques Nolot",Claire Denis
1281,"Rowan Atkinson, Peter MacNicol, John Mills",Mel Smith
32332,"Alyssa Milano, Mark Boone Junior, Malcolm McDowell",Robert Downey Sr.
9770,"John Travolta, Dustin Hoffman, Mia Kirshner",Costa-Gavras
12616,"Wesley Snipes, Nastassja Kinski, Kyle MacLachlan",Mike Figgis
34838,"Sally Potter, Morgane Maugran, Pablo Verón",Sally Potter
14905,"Stephen Dillane, Woody Harrelson, Marisa Tomei",Michael Winterbottom
14583,"Tim Roth, Michael Rooker, Renée Zellweger",Josh Pate
11975,"Matt Damon, Danny DeVito, Jon Voight",Francis Ford Coppola
4995,"Mark Wahlberg, Burt Reynolds, John C. Reilly",Paul Thomas Anderson
9281,"Harrison Ford, Kelly McGillis, Josef Sommer",Peter Weir
45928,"Jason Patric, Irène Jacob, Ian Richardson",John Badham
563,"Casper Van Dien, Dina Meyer, Denise Richards",Paul Verhoeven
61337,"James Spader, Kyra Sedgwick, Helen Mirren",Sidney Lumet
19931,"Ming-Na Wen, Lauren Tom, Tamlyn Tomita",Wayne Wang
31535,"Scott 'Carrot Top' Thompson, Courtney Thorne-Smith, Larry Miller",Alex Zamm
10215,"Gwyneth Paltrow, John Hannah, John Lynch",Peter Howitt
9823,"Robin Shou, Talisa Soto, James Remar",John R. Leonetti
37165,"Jim Carrey, Laura Linney, Noah Emmerich",Peter Weir
45609,"Helena Bonham Carter, Alison Elliott, Elizabeth McGovern",Iain Softley
38904,"Vanessa Redgrave, Natascha McElhone, Michael Kitchen",Marleen Gorris
45565,"Claire Danes, Jude Law, Jeanne Moreau",Billy Hopkins
9407,"Richard Gere, Bai Ling, Bradley Whitford",Jon Avnet
4824,"Bruce Willis, Richard Gere, Sidney Poitier",Michael Caton-Jones
9444,"Meg Ryan, John Cusack, Christopher Lloyd",Gary Goldman
9414,"Bill Murray, Peter Gallagher, Joanne Whalley",Jon Amiel
8078,"Sigourney Weaver, Winona Ryder, Brad Dourif",Jean-Pierre Jeunet
29938,"Gail Harris, Bernie Van De Yacht, Heather Ford",Scott Harris
11831,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins",Steven Spielberg
2895,"Robert Duvall, Billy Bob Thornton, June Carter Cash",Robert Duvall
39177,"Valentina Cervi, Michel Serrault, Predrag 'Miki' Manojlović",Agnès Merlet
19601,"Clive Owen, Lothaire Bluteau, Ian McKellen",Sean Mathias
124606,"Darling Narita, Peter Greene, Michael Newland",Ash Baron-Cohen
42832,"Marc Messier, Rémy Girard, Patrick Huard",Louis Saïa
22797,"Eamonn Owens, Alan Boyle, Fiona Shaw",Neil Jordan
2639,"Woody Allen, Kirstie Alley, Billy Crystal",Woody Allen
9574,"Robin Williams, Marcia Gay Harden, Christopher McDonald",Les Mayfield
10371,"Tim Allen, Kirstie Alley, Wayne Knight",Bryan Spicer
489,"Robin Williams, Matt Damon, Ben Affleck",Gus Van Sant
167738,"Vincent D'Onofrio, Hope Davis",Michael Lindsay-Hogg
293820,,
9714,"Alex D. Linz, Olek Krupa, Rya Kihlstedt",Raja Gosnell
102406,,
170430,"William R. Moses, Lysette Anthony, Patrick Cassidy",Martin Kitrosser
8197,"John Cusack, Kevin Spacey, Jude Law",Clint Eastwood
6283,"Nathan Lane, Lee Evans, Vicki Lewis",Gore Verbinski
279698,,
49728,"Carol Kane, Molly Ringwald, Jeanne Tripplehorn",Cindy Sherman
64562,Anna Levine,
4233,"David Arquette, Neve Campbell, Courteney Cox",Wes Craven
191874,"Michele Greene, Bruce Dinsmore, Steve Railsback",Rodney Gibbons
10217,"Ian Holm, Caerthan Banks, Sarah Polley",Atom Egoyan
438108,"Rocky Patterson, Dorenda Moore, Tyler Mason",Bret McCormick
597,"Kate Winslet, Leonardo DiCaprio, Frances Fisher",James Cameron
714,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh",Roger Spottiswoode
52537,"Ray Aranha, Keivyn McNeill Grayes, Elise Ballard",Seth Michael Donsky
12799,"Élodie Bouchez, Stéphane Rideau, Pascal Cervo",Gaël Morel
62394,"Joseph Ashton, James Cromwell, Tantoo Cardinal",Richard Friedenberg
9922,"Kevin Costner, Will Patton, Olivia Williams",Kevin Costner
547,"Robert Redford, Kristin Scott Thomas, Sam Neill",Robert Redford
25994,"Emma Thompson, Phyllida Law, Sheila Reid",Alan Rickman
184,"Pam Grier, Samuel L. Jackson, Robert Forster",Quentin Tarantino
9746,"Tenzin Thuthob Tsarong, Tencho Gyalpo, Tsewang Migyur Khangsar",Martin Scorsese
9438,"Leslie Nielsen, Kelly Lynch, Matt Keeslar",Stanley Tong
115,"Jeff Bridges, John Goodman, Julianne Moore",Joel Coen
26941,"Nick Nolte, Julie Christie, Lara Flynn Boyle",Alan Rudolph
27103,"Michèle Laroque, Jean-Philippe Écoffey, Hélène Vincent",Alain Berliner
9410,"Gwyneth Paltrow, Ethan Hawke, Chris Cooper",Alfonso Cuarón
32302,"Victor Wong, Mathew Botuchis, Hulk Hogan",Sean McNamara
216794,"Michael Paré, Kaela Dobkin, Austin Pendleton",George Mendeluk
88863,"Bokeem Woodbine, Cynda Williams, Damon Saleem",Darin Scott
